word,pronunciation,part of speech,explanation,etymology (comma-separated)
Honyakemeon,Honyakemeon,Noun,,
Honyakeon,Honyakeon,Noun,,
Honyakirian,Honyakirian,Verb,,
Honyakofeon,Honyakofeon,Noun,,
Hopadideon,Hopadideon,Adjective,,
Hopaenideon,Hopaenideon,Adjective,,
Hopeon,Hopeon,Noun,,
Hopirian,Hopirian,Verb,,
Horaratofeon,Horaratofeon,Noun,,
Hordaniyeon,Hordaniyeon,Noun,,
Hordaniyiopaon,Hordaniyiopaon,Noun,,
Horeon,Horeon,Noun,,
Horideon,Horideon,Adjective,,
Horin,Horin,Adverb,,
Horneon,Horneon,Noun,,
Hornuhabidu,Hornuhabidu,Adjective,,
Hornupeon,Hornupeon,Noun,,
Horupeon,Horupeon,Noun,,
Hosonatseon,Hosonatseon,Noun,,
Hosoneon,Hosoneon,Noun,,
Hosonirian,Hosonirian,Verb,,
Hosonkardeon,Hosonkardeon,Noun,,
Hosonofeon,Hosonofeon,Noun,,
Hotuyeon,Hotuyeon,Noun,,
Hotuyideon,Hotuyideon,Adjective,,
Hotuyirian,Hotuyirian,Verb,,
Hoyadideon,Hoyadideon,Adjective,,
Hoyen,Hoyen,Preposition,,
Hoyeon,Hoyeon,Noun,,
Hoyirian,Hoyirian,Verb,,
Hoyofeon,Hoyofeon,Noun,,
Hsonsheon,Hsonsheon,Noun,,
Humanamideon,Humanamideon,Adjective,,
Humaneon,Humaneon,Noun,,
Humanideon,Humanideon,Adjective,,
Humanin,Humanin,Adverb,,
Humanirian,Humanirian,Verb,,
Humanogeon,Humanogeon,Noun,,
Humanogideon,Humanogideon,Adjective,,
Humansakateon,Humansakateon,Noun,,
Humansakeon,Humansakeon,Noun,,
Humansakfogeon,Humansakfogeon,Noun,,
Humansakideon,Humansakideon,Adjective,,
Humanupeon,Humanupeon,Noun,,
Hungareon,Hungareon,Noun,,
Hungariomeon,Hungariomeon,Noun,,
Hungariopaon,Hungariopaon,Noun,,
Hut,Hut,Preposition,,
Hutideon,Hutideon,Adjective,,
Hutideon,Hutideon,Adjective,,
Hutin,Hutin,Adverb,,
Ibeon,Ibeon,Noun,,
Ibideon,Ibideon,Adjective,,
Ibin,Ibin,Adverb,,
Iblideon,Iblideon,Noun,,
Ibogeon,Ibogeon,Noun,,
Ibogideon,Ibogideon,Adjective,,
Ichonadeon,Ichonadeon,Noun,,
Ichonadideon,Ichonadideon,Adjective,,
Ichonadirian,Ichonadirian,Verb,,
Idegagdemaon,Idegagdemaon,Noun,,Agd
Idegagdideon,Idegagdideon,Adjective,,Agd
Idegeon,Idegeon,Noun,,
Idegideon,Idegideon,Adjective,,
Idiomemeon,Idiomemeon,Noun,,
Idiomeon,Idiomeon,Noun,,
Ifneon,Ifneon,Noun,,
Ifnideon,Ifnideon,Adjective,,
Ifnufaineon,Ifnufaineon,Noun,,
Ifnufainirian,Ifnufainirian,Verb,,
Ifnunamneon,Ifnunamneon,Noun,,
Ifnunamnirian,Ifnunamnirian,Verb,,
Igeon,Igeon,Noun,,Ig
Ikampe,Ikampe,Adverb,,
Ikataenadideon,Ikataenadideon,Adjective,,
Ikataeneon,Ikataeneon,Noun,,
Ikataenirian,Ikataenirian,Verb,,
Ikateon,Ikateon,Noun,,
Ikateon,Ikateon,Noun,,
Ikatofeon,Ikatofeon,Noun,,
Ikatuborbateon,Ikatuborbateon,Noun,,
Ikatuborbatirian,Ikatuborbatirian,Verb,,
Imageon,Imageon,Noun,,
Impakitirian,Impakitirian,Verb,,
Impakteon,Impakteon,Noun,,
Impulsirian,Impulsirian,Verb,,
In,In,Preposition,,
Inachmeon,Inachmeon,Noun,,Achm
Inachmirian,Inachmirian,Verb,,Achm
Inachmofeon,Inachmofeon,Noun,,Achm
Inaderideon,Inaderideon,Adjective,,
Inaeradiesludatseon,Inaeradiesludatseon,Noun,,
Inaeririan,Inaeririan,Verb,,
Inaeririan,Inaeririan,Verb,,
Inaerofeon,Inaerofeon,Noun,,
Inamirideon,Inamirideon,Adjective,,
Inangilahputeon,Inangilahputeon,Noun,,
Inangilahputirian,Inangilahputirian,Verb,,
Inasnirian,Inasnirian,Verb,,
Inbageon,Inbageon,Noun,,
Inbagirian,Inbagirian,Verb,,
Inbestigemaon,Inbestigemaon,Noun,,
Inbestigeon,Inbestigeon,Noun,,
Inbestigirian,Inbestigirian,Verb,,
Inbiteon,Inbiteon,Noun,,
Inbitiesemaon,Inbitiesemaon,Noun,,
Inbitirian,Inbitirian,Verb,,
Incheon,Incheon,Noun,,
Inchirian,Inchirian,Verb,,
Inchuchatseon,Inchuchatseon,Noun,,
Inchuchemaon,Inchuchemaon,Noun,,
Inchucheon,Inchucheon,Noun,,
Inchuchirian,Inchuchirian,Verb,,
Indonesheon,Indonesheon,Noun,,
Indoneshiomeon,Indoneshiomeon,Noun,,
Indoneshiopaon,Indoneshiopeon,Noun,,
Ineryaenideon,Ineryaenideon,Adjective,,
Ineryaenirian,Ineryaenirian,Verb,,
Ineryideon,Ineryideon,Adjective,,
Inflaskeon,Inflaskeon,Noun,,
Inflaskirian,Inflaskirian,Verb,,
Influigirian,Influigirian,Verb,,
INGAB,"Ir ne ge ar be, INGAB",Noun,,
INGABakleon,Ingabakleon,Noun,,Bakl
INGABancheon,Ingabancheon,Noun,,Banch
Ingasirian,Ingasirian,Verb,,
Ingasofeon,Ingasofeon,Noun,,
Ingonalobubakleon,Ingonalobubakleon,Noun,,"In,gon,alob,bakl"
Ingonalobubancheon,Ingonalobubancheon,Noun,,"In,gon,alob,banch"
Ingonatseon,Ingonatseon,Noun,,
Ingonirian,Ingonirian,Verb,,
Inhabeon,Inhabeon,Noun,,
Inhabirian,Inhabirian,Verb,,
Inheon,Inheon,Noun,,
Inideon,Inideon,Adjective,,
Inin,Inin,Adverb,,
Inkadideon,Inkadideon,Adjective,,
Inkeon,Inkeon,Noun,,
Inkideon,Inkideon,Adjective,,
Inkirian,Inkirian,Verb,,
Inkleneon,Inkleneon,Noun,,
Inklenirian,Inklenirian,Verb,,
Inlodareon,Inlodareon,Noun,,
Inlodaririan,Inlodaririan,Verb,,
Inmabadideon,Inmabadideon,Adjective,,
Inmaben,Inmaben,Conjunction,,
Inmabeon,Inmabeon,Adjective,,
Inmabirian,Inmabirian,Verb,,
Inmakirian,Inmakirian,Verb,,
Inmiandirian,Inmiandirian,Verb,,
Inosentaseon,Inosentaseon,Noun,,
Inosentasirian,Inosentasirian,Verb,,
Inosentasneon,Inosentasneon,Noun,,
Inosentasnideon,Inosentasnideon,Adjective,,
Inosentasnirian,Inosentasnirian,Verb,,
Inosenteon,Inosenteon,Noun,,
Inosentideon,Inosentideon,Adjective,,
Inpaenideon,Inpaenideon,Adjective,,
Inpeon,Inpeon,Noun,,
Inpirian,Inpirian,Verb,,
Insatsarteon,Insatsarteon,Noun,,
Insatsatseon,Insatsatseon,Noun,,
Insatsemaon,Insatsemaon,Noun,,
Insatseon,Insatseon,Noun,,
Insatsiesemeon,Insatsiesemeon,Noun,,
Insatsirian,Insatsirian,Verb,,
Insatsofeon,Insatsofeon,Noun,,
Inso,Inso,Conjunction,,
Insulalkeon,Insulalkeon,Noun,,
Insulemaon,Insulemaon,Noun,,
Insuleon,Insuleon,Noun,,
Insulideon,Insulideon,Adjective,,
Insulupeon,Insulupeon,Noun,,
Intaubeon,Intaubeon,Noun,,
Intaubirian,Intaubirian,Verb,,
Intenseon,Intenseon,Noun,,
Intensideon,Intensideon,Adjective,,
Intensirian,Intensirian,Verb,,
Intenslampeon,Intenslampeon,Noun,,
Intereseon,Intereseon,Noun,,
Interesideon,Interesideon,Adjective,,
Interesirian,Interesirian,Verb,,
Interesumideon,Interesumideon,Adjective,,
Interneteon,Interneteon,Noun,,
Intrukekenseon,Intrukekenseon,Noun,,"Intruk,ekens"
Intrukekensigeon,Intrukekensigeon,Noun,,"Intruk,ekens,ig"
Ipeon,Ipeon,Noun,,
Ipideon,Ipideon,Adjective,,
Ipileon,Ipileon,Noun,,
Irakeon,Irakeon,Noun,,
Irakiopaon,Irakiopeon,Noun,,
Iraneon,Iraneon,Noun,,
Iraniopaon,Iraniopeon,Noun,,
Ireon,Ireon,Noun,,
Irianeon,Irianeon,Noun,,
Irlandeon,Irlandeon,Noun,,
Irlandiomeon,Irlandiomeon,Noun,,
Irlandiopaon,Irlandiopeon,Noun,,
Irmanaon,Irmanaon,Noun,,
Irmanateon,Irmanateon,Noun,,
Irmanideon,Irmanideon,Adjective,,
Irsomeon,Irsomeon,Noun,,
Isdayemaon,Isdayemaon,Noun,,
Isdayeon,Isdayeon,Noun,,
Isdayideon,Isdayideon,Adjective,,
Isdayirian,Isdayirian,Verb,,
Isglenbeabemeon,Isglenbeabemeon,Noun,,Beab
Isgleneon,Isgleneon,Noun,,
Isglenideon,Isglenideon,Adjective,,
Ishalkeon,Ishalkeon,Noun,,
Ishatseon,Ishatseon,Noun,,
Isheon,Isheon,Noun,,
Ishideon,Ishideon,Adjective,,
Ishuchageon,Ishuchageon,Noun,,
Ishucheon,Ishucheon,Noun,,
Ishuchirian,Ishuchirian,Verb,,
Iskueletasningeon,Iskueletasningeon,Noun,,
Iskueletasnirian,Iskueletasnirian,Verb,,
Iskueletemaon,Iskueletemaon,Noun,,
Iskueleteon,Iskueleteon,Noun,,
Iskueletirian,Iskueletirian,Verb,,
Israeleon,Israeleon,Noun,,
Israeliopaon,Israeliopeon,Noun,,
Istokeon,Istokeon,Noun,,
Italeon,Italeon,Noun,,
Italiomeon,Italiomeon,Noun,,
Italiopaon,Italiopeon,Noun,,
Itayeon,Itayeon,Noun,,
Itayideon,Itayideon,Adjective,,
Itayirian,Itayirian,Verb,,
Iteon,Iteon,Noun,,
Itupeon,Itupeon,Noun,,
Iuhemeon,Iuhemeon,Noun,,
Iuheon,Iuheon,Noun,,
Iuhideon,Iuhideon,Adjective,,
Iuhumideon,Iuhumideon,Adjective,,
Iyirian,Iyirian,Verb,,
Kabayataenirian,Kabayataenirian,Verb,,
Kabayateon,Kabayateon,Noun,,
Kabayideon,Kabayideon,Adjective,,
Kadasnirian,Kadasnirian,Verb,,
Kaden,Kaden,Adverb,,
Kadeon,Kadeon,Noun,,
Kadideon,Kadideon,Adjective,,
Kadin,Kadin,Adverb,,
Kadirian,Kadirian,Verb,,
Kaen?,Kaen?,Pronoun,,Kaen
Kaenstan?,Kaenstan?,Adverb,,Kaen
Kafasnirian,Kafasnirian,Verb,,
Kafekideon,Kafekideon,Adjective,,
Kafeon,Kafeon,Noun,,
Kafideon,Kafideon,Adjective,,
Kafratseon,Kafratseon,Noun,,
Kafreon,Kafreon,Noun,,
Kafronteon,Kafronteon,Noun,,
Kakeon,Kakeon,Noun,,
Kakideon,Kakideon,Adjective,,
Kakshiseon,Kakshiseon,Noun,,
Kakshisideon,Kakshisideon,Adjective,,
Kakulseon,Kakulseon,Noun,,
Kalasnirian,Kalasnirian,Verb,,
Kaledaeneon,Kaledaeneon,Noun,,
Kaledaenideon,Kaledaenideon,Adjective,,
Kaledaenirian,Kaledaenirian,Verb,,
Kaledeon,Kaledeon,Noun,,
Kaledideon,Kaledideon,Adjective,,
Kalekasnirian,Kalekasnirian,Verb,,
Kalekideon,Kalekideon,Adjective,,
Kaleteon,Kaleteon,Noun,,
Kalideon,Kalideon,Adjective,,
Kalkirian,Kalkirian,Verb,,
Kalkofeon,Kalkofeon,Noun,,
Kalseon,Kalseon,Noun,,
Kalspernalkeon,Kalspernalkeon,Noun,,
Kalsperneon,Kalsperneon,Noun,,
Kalspidalkeon,Kalspidalkeon,Noun,,
Kalspideon,Kalspideon,Noun,,
Kaltasneon,Kaltasneon,Noun,,
Kaltasnirian,Kaltasnirian,Verb,,
Kaltekeon,Kaltekeon,Noun,,
Kaltekideon,Kaltekideon,Adjective,,
Kalteon,Kalteon,Noun,,
Kaltideon,Kaltideon,Adjective,,
Kaltin,Kaltin,Adverb,,
Kaltirian,Kaltirian,Verb,,
Kaltonteon,Kaltonteon,Noun,,
Kalumeon,Kalumeon,Noun,,
Kalumideon,Kalumideon,Adjective,,
Kamboyeon,Kamboyeon,Noun,,
Kamboyiomeon,Kamboyiomeon,Noun,,
Kamboyiopaon,Kamboyiopeon,Noun,,
Kamirbideon,Kamirbideon,Adjective,,
Kamirian,Kamirian,Verb,,
Kampambreon,Kampambreon,Noun,,
Kampeon,Kampeon,Noun,,
Kampideon,Kampideon,Adjective,,
Kampuseon,Kampuseon,Noun,,
Kanadeon,Kanadeon,Noun,,
Kanadiopaon,Kanadiopeon,Noun,,
Kanaleon,Kanaleon,Noun,,
Kanalgonasneon,Kanalgonasneon,Noun,,
Kanalgonasnirian,Kanalgonasnirian,Verb,,
Kanatseon,Kanatseon,Noun,,
Kane,Kane,Pronoun,,
Kaneleon,Kaneleon,Noun,Informal,Kanel
Kanem,Kanem,Pronoun,,
Kaneon,Kaneon,Noun,,
Kanideon,Kanideon,Adjective,,
Kaniteon,Kaniteon,Noun,,
Kanupeon,Kanupeon,Noun,,
Kanyiyeon,Kanyiyeon,Noun,,
Kanyiyeon,Kanyiyeon,Noun,,
Kaon!,Kaon!,Interjection,,
Kaosemeon,Kaosemeon,Noun,,
Kaosirian,Kaosirian,Verb,,
Kaosirideon,Kaosirideon,Noun,,
Kaosofeon,Kaosofeon,Noun,,
Kapeon,Kapeon,Noun,,
Kapeteon,Kapeteon,Noun,,
Kapiteon,Kapiteon,Noun,,Kapit
Kardeon,Kardeon,Noun,,
Kardludeon,Kardludeon,Noun,,
Karnideon,Karnideon,Adjective,,
Karteon,Karteon,Noun,,
Kartupeon,Kartupeon,Noun,,
Kasahistaneon,Kasahistaneon,Noun,,
Kasahistaniomeon,Kasahistaniomeon,Noun,,
Kasahistaniopaon,Kasahistaniopeon,Noun,,
Kasaor,Kasaor,Interjection,,
Kaseon,Kaseon,Noun,,
Kasideon,Kasideon,Adjective,,
Kasin,Kasin,Adverb,,
Kasirian,Kasirian,Verb,,
Katareon,Katareon,Noun,,
Katariopaon,Katariopeon,Noun,,
Kateon,Kateon,Noun,,
Kateyeon,Kateyeon,Noun,,
Kateyideon,Kateyideon,Adjective,,
Kateyin,Kateyin,Adverb,,
Kateyirian,Kateyirian,Verb,,
Katideon,Katideon,Adjective,,
Katiteon,Katiteon,Noun,,
Kaul?,Kaul?,Pronoun,,Kaul
Kaum?,Kaum?,Pronoun,,
Kaunem,Kaunem,Interjection,,
Keanem,Keanem,Pronoun,,
Keanplatsin,Keanplatsin,Adverb,,
Kechosupeon,Kechosupeon,Noun,,
Kechosupirian,Kechosupirian,Verb,,
Kechupeon,Kechupeon,Noun,,
Kefomeon,Kefomeon,Noun,,
Kefomideon,Kefomideon,Adjective,,
Kefomirian,Kefomirian,Verb,,
Kel,Kel,Preposition,,
Keladgeon,Keladgeon,Noun,,
Keladgirian,Keladgirian,Verb,,
Kelaseon,Kelaseon,Noun,,
Kelasirian,Kelasirian,Verb,,
Kelbenseon,Kelbenseon,Noun,,
Kelbensideon,Kelbensideon,Adjective,,
Kelbensirian,Kelbensirian,Verb,,
Kelenkeon,Kelenkeon,Noun,,
Kelenkirian,Kelenkirian,Verb,,
Keleon,Keleon,Noun,,
Kelfluigatseon,Kelfluigatseon,Noun,,
Kelfluigirian,Kelfluigirian,Verb,,
Kelfuseon,Kelfuseon,Noun,,
Kelfusideon,Kelfusideon,Adjective,,
Kelfusirian,Kelfusirian,Verb,,
Kelfusumirian,Kelfusumirian,Verb,,
Kelhabirian,Kelhabirian,Verb,,
Kelin,Kelin,Adverb,,
Kelirian,Kelirian,Verb,,
Kelkaen?,Kelkaen?,Pronoun,,"Kel,kaen"
Kelkulpemeon,Kelkulpemeon,Noun,,
Kelkulpeon,Kelkulpeon,Noun,,
Kelsatseon,Kelsatseon,Noun,,
Kelsondingeon,Kelsondingeon,Noun,,
Kemeon,Kemeon,Noun,,
Ken?,Ken?,Pronoun,,
Kengateon,Kengateon,Noun,,
Kengemaon,Kengemaon,Noun,,
Kengemboloboedirian,Kengemboloboedirian,Verb,,
Kengideon,Kengideon,Adjective,,
Kengogeon,Kengogeon,Noun,,
Kesanadideon,Kesanadideon,Adjective,,
Kesaneon,Kesaneon,Noun,,
Kesanirian,Kesanirian,Verb,,
Kesanofeon,Kesanofeon,Noun,,
Ketladideon,Ketladideon,Adjective,,
Ketleon,Ketleon,Noun,,
Ketlideon,Ketlideon,Adjective,,
Ketlin,Ketlin,Adverb,,
Ketlirian,Ketlirian,Verb,,
Kich,Kich,Preposition,,
Kichhorin,Kichhorin,Adverb,,
Kidalkaon,Kidalkaon,Noun,,
Kidaon,Kidaon,Noun,"Kidon es niño, kidan es niña",
Kidateon,Kidateon,Noun,,
Kidatseon,Kidatseon,Noun,,
Kidideon,Kidideon,Adjective,,
Kimfosin,Kimfosin,Adverb,,
Kioskeon,Kioskeon,Noun,,
Kiralkeon,Kiralkeon,Noun,,
Kireon,Kireon,Noun,,
Kirgistaneon,Kirgistaneon,Noun,,
Kirgistaniomeon,Kirgistaniomeon,Noun,,
Kirgistaniopaon,Kirgistaniopeon,Noun,,
Kirideon,Kirideon,Adjective,,
Klakandeon,Klakandeon,Noun,,
Klakartemaon,Klakartemaon,Noun,,
Klakarteon,Klakarteon,Noun,,
Klakartideon,Klakartideon,Adjective,,
Klakemaon,Klakemaon,Noun,,
Klakenasneon,Klakenasneon,Noun,,
Klakenasnirian,Klakenasnirian,Verb,,
Klakeneon,Klakeneon,Noun,,
Klakenideon,Klakenideon,Adjective,,
Klakenpasneon,Klakenpasneon,Noun,,
Klakestilemaon,Klakestilemaon,Noun,,
Klakestileon,Klakestileon,Noun,,
Klakestilideon,Klakestilideon,Adjective,,
Klakideon,Klakideon,Adjective,,
Klakiesemeon,Klakiesemeon,Noun,,
Klakiesemupeon ref,Klakiesemupeon ref,Conjunction,,
Klakiesemuprefrefeon,Klakiesemuprefrefeon,Noun,,
Klakiesfaumeon,Klakiesfaumeon,Noun,,
Klakiesfaumideon,Klakiesfaumideon,Adjective,,
Klakirian,Klakirian,Verb,,
Klaseon,Klaseon,Noun,,
Klasingeon,Klasingeon,Noun,,
Klasirian,Klasirian,Verb,,
Klineon,Klineon,Noun,,
Klinideon,Klinideon,Adjective,,
Klinin,Klinin,Adverb,,
Klinirian,Klinirian,Verb,,
Kloseon,Kloseon,Noun,,
Klosideon,Klosideon,Adjective,,
Klosirian,Klosirian,Verb,,
Klosofeon,Klosofeon,Noun,,
Kobutsakbeon,Kobutsakbeon,Noun,,
Kobutseon,Kobutseon,Noun,,
Kobutserneon,Kobutserneon,Noun,,
Kobutsideon,Kobutsideon,Adjective,,
Kofemeon,Kofemeon,Noun,,
Kofeon,Kofeon,Noun,,
Kofideon,Kofideon,Adjective,,
Kofin,Kofin,Adverb,,
Kofreon,Kofreon,Noun,,
Koheon,Koheon,Noun,,
Kohirian,Kohirian,Verb,,
Kohofeon,Kohofeon,Noun,,
Kokoramikaon,Kokoramikaon,Noun,,
Kokoreon,Kokoreon,Noun,,
Kokorideon,Kokorideon,Adjective,,
Kokorin,Kokorin,Adverb,,
Kolombeon,Kolombeon,Noun,,
Kolombiopaon,Kolombiopeon,Noun,,
Kolpeon,Kolpeon,Noun,,
Kolpirian,Kolpirian,Verb,,
Komandatseon,Komandatseon,Noun,,
Komandemaon,Komandemaon,Noun,,
Komandeon,Komandeon,Noun,,
Komandirian,Komandirian,Verb,,
Komemeon,Komemeon,Noun,,"Kom,em"
Komensasnirian,Komensasnirian,Verb,,
Komensemeon,Komensemeon,Noun,,
Komenseon,Komenseon,Noun,,
Komensin,Komensin,Adverb,,
Komensirian,Komensirian,Verb,,
Komensutirian,Komensutirian,Verb,,
Komeon,Komeon,Noun,,
Komideon,Komideon,Adjective,,
Komin,Komin,Adverb,,
Komputagakemaon,Komputagakemaon,Noun,,
Komputagakeon,Komputagakeon,Noun,,
Komputagakideon,Komputagakideon,Adjective,,
Komputideon,Komputideon,Adjective,,
Komputirian,Komputirian,Verb,,
Komputofeon,Komputofeon,Noun,,
Komumanupaon,Komumanupaon,Noun,,"Kom,man"
Komumanupideon,Komumanideon,Adjective,,"Kom,man"
Komunandaon,Komunandaon,Noun,,
Komuneon,Komuneon,Noun,,
Komunideon,Komunideon,Adjective,,
Komunikemeon,Komunikemeon,Noun,,
Komunikeon,Komunikeon,Noun,,
Komunikirian,Komunikirian,Verb,,
Komunikiulideon,Komunikiulideon,Adjective,,
Komunikofeon,Komunikofeon,Noun,,
Komunyereon,Komunyereon,Noun,,
Komunyerideon,Komunyerideon,Adjective,,
Komunyogenemaon,Komunyogenemaon,Noun,,
Kondomineon,Kondomineon,Noun,,
Koneon,Koneon,Noun,,
Konfeon,Konfeon,Noun,,
Konfirian,Konfirian,Verb,,
Konfitatseon,Konfitatseon,Noun,,
Konfiteon,Konfiteon,Noun,,
Konfitirian,Konfitirian,Verb,,
Kongurideon,Kongurideon,Adjective,,
Konideon,Konideon,Adjective,,
Konirian,Konirian,Verb,,
Konserteon,Konserteon,Noun,,
Kopeon,Kopeon,Noun,,
Kordeon,Kordeon,Noun,,
Kordirian,Kordirian,Verb,,
Koreyeon,Koreyeon,Noun,,
Koreyideon,Koreyideon,Adjective,,
Koreyiomeon,Koreyiomeon,Noun,,
Koreyiopaon,Koreyiopeon,Noun,,
Kos,Kos,Conjunction,,
Kos kadin,Kos kadin,Adverb,,
Kos nek,Kos nek,Conjunction,,
Kosinaon,Kosinaon,Noun,,
Kosorir,Kosorir,Conjunction,,
Kostarikeon,Kostarikeon,Noun,,
Kostarikiopaon,Kostarikiopeon,Noun,,
Kostumeon,Kostumeon,Noun,,
Kostumimalsirian,Kostumimalsirian,Verb,,
Koteon,Koteon,Noun,,
Kredadeon,Kredadeon,Adjective,,
Kredadideon,Kredadideon,Adjective,,
Kredemeon,Kredemeon,Noun,,
Kredeon,Kredeon,Noun,,
Krederbideon,Krederbideon,Adjective,,
Kredingideon,Kredingideon,Adjective,,
Kredirian,Kredirian,Verb,,
Krediuleon,Krediuleon,Noun,,
Krediulideon,Krediulideon,Adjective,,
Kremeon,Kremeon,Noun,,
Kremideon,Kremideon,Adjective,,
Kreskeon,Kreskeon,Noun,,
Kreskideon,Kreskideon,Adjective,,
Kreskirian,Kreskirian,Verb,,
Krion?,Krion?,Pronoun,,
Kristaleon,Kristaleon,Noun,,
Kristalingeon,Kristalingeon,Noun,,
Kristalirian,Kristalirian,Verb,,
Kroaseon,Kroaseon,Noun,,
Kroasiomeon,Kroasiomeon,Noun,,
Kroasiopaon,Kroasiopeon,Noun,,
Kronem,Kronem,Adverb,,
Kronemin,Kronemin,Adverb,,
Kroneon,Kroneon,Noun,,
Kronfinistreon,Kronfinistreon,Noun,,
Kronlafeon,Kronlafeon,Noun,,
Kronotreon,Kronotreon,Noun,,
Krontuti,Krontuti,Adverb,,"Kron,tut"
Krontutin,Krontutin,Adverb,,"Kron,tut"
Kronunem,Kronunem,Adverb,,"Kron,nem"
Kronunemin,Kronunemin,Adverb,,"Kron,nem"
Krosboyeon,Krosboyeon,Noun,,
Krosideon,Krosideon,Adjective,,
Kua,Kua,Pronoun,,
Kuar,Kuar,Adjective,,
Kuarake,Kuarake,Noun,,
Kuaran,Kuaran,Adjective,,
Kuarmonateon,Kuarmonateon,Noun,,
Kuarulteon,Kuarulteon,Noun,,
Kuarultideon,Kuarultideon,Adjective,,
Kuarultirian,Kuarultirian,Verb,,
Kubaiteon,Kubaiteon,Noun,,
Kubaitiopaon,Kubaitiopeon,Noun,,
Kubayeon,Kubayeon,Noun,,
Kubayiopaon,Kubayiopeon,Noun,,
Kubeon,Kubeon,Noun,,
Kubideon,Kubideon,Adjective,,
Kueleon,Kueleon,Noun,Lugar de donde sale agua subterránea,Kuel
Kufalseon,Kufalseon,Noun,,
Kuhalkeon,Kuhalkeon,Noun,,
Kuhatseon,Kuhatseon,Noun,,
Kuheon,Kuheon,Noun,,
Kuhuratseon,Kuhuratseon,Noun,,
Kuinarteon,Kuinarteon,Noun,,
Kuinartideon,Kuinartideon,Adjective,,
Kuinatseon,Kuinatseon,Noun,,
Kuinemaon,Kuinemaon,Noun,,
Kuinfurnaseon,Kuinfurnaseon,Noun,,
Kuinideon,Kuinideon,Adjective,,
Kuiniesemeon,Kuiniesemeon,Noun,,
Kuiningeon,Kuiningeon,Noun,,
Kuinirian,Kuinirian,Verb,,
Kulpadeon,Kulpadeon,Noun,,
Kulpadideon,Kulpadideon,Adjective,,
Kulpasneon,Kulpasneon,Noun,,
Kulpasnideon,Kulpasnideon,Adjective,,
Kulpasnirian,Kulpasnirian,Verb,,
Kulpemeon,Kulpemeon,Noun,,
Kulperbideon,Kulperbideon,Adjective,,
Kulpirian,Kulpirian,Verb,,
Kupeon,Kupeon,Noun,,
Labeon,Labeon,Noun,,
Laborageon,Laborageon,Noun,,
Laborasnideon,Laborasnideon,Adjective,,
Laboratseon,Laboratseon,Noun,,
Labordiyeon,Labordiyeon,Noun,,
Laboremaon,Laboremaon,Noun,,
Laboremeon,Laboremeon,Noun,,
Laborideon,Laborideon,Adjective,,
Laborin,Laborin,Adverb,,
Laboririan,Laboririan,Verb,,
Laboriuleon,Laboriuleon,Noun,,
Laboriulideon,Laboriulideon,Adjective,,
Laborofeon,Laborofeon,Noun,,
Laborumideon,Laborumideon,Adjective,,
Lachbiyeon,Lachbiyeon,Noun,,
Lachbiyiomeon,Lachbiyiomeon,Noun,,
Lachbiyiopaon,Lachbiyiopeon,Noun,,
Lachineon,Lachineon,Noun,,
Laheon,Laheon,Noun,,
Lahirian,Lahirian,Verb,,
Lahokanemaon,Lahokanemaon,Noun,,
Lahokaneon,Lahokaneon,Noun,,
Lahtekirian,Lahtekirian,Noun,,
Laineon,Laineon,Noun,,
Lainideon,Lainideon,Adjective,,
Lainirian,Lainirian,Verb,,
Lair,Lair,Conjunction,,
Lak,Lak,Conjunction,,
Lakem,Lakem,Adverb,,
Lakos,Lakos,Conjunction,,
Lakosbrelasteon,Lakosbrelasteon,Noun,,
Laktemeon,Laktemeon,Noun,,"Lakt,em"
Lakteon,Lakteon,Noun,,Lakt
Laktideon,Laktideon,Noun,,Lakt
Laktsuikereon,Laktsuikereon,Noun,,"Lakt,suiker"
Laktubarsideon,Laktubarsideon,Adjective,,"Lakt,bars"
Lameon,Lameon,Noun,,
Lampeon,Lampeon,Noun,,
Lan,Lan,Noun,,
Landeon,Landeon,Noun,,
Langbrekofeon,Langbrekofeon,Noun,,
Langeon,Langeon,Noun,,
Langideon,Langideon,Adjective,,
Lanteon,Lanteon,Noun,,
Laoseon,Laoseon,Noun,,
Laosiomeon,Laosiomeon,Noun,,
Laosiopaon,Laosiopeon,Noun,,
Larmasneon,Larmasneon,Noun,,
Larmasnirian,Larmasnirian,Verb,,
Larmeon,Larmeon,Noun,,
Larmideon,Larmideon,Adjective,,
Laseon,Laseon,Noun,,
Lasertalkeon,Lasertalkeon,Noun,,
Laserteon,Laserteon,Noun,,
Lasideon,Lasideon,Adjective,,
Lasirian,Lasirian,Verb,,
Lastasnirian,Lastasnirian,Verb,,
Lastebilalkeon,Lastebilalkeon,Noun,,
Lastebilemaon,Lastebilemaon,Noun,,
Lastebileon,Lastebileon,Noun,,
Lasteon,Lasteon,Noun,,
Lastideon,Lastideon,Adjective,,
Lastirian,Lastirian,Verb,,
Lasumideon,Lasumideon,Adjective,,
Latinamerikeon,Latinamerikeon,Noun,,"Latin,amerik"
Latinamerikideon,Latinamerikideon,Noun,,"Latin,amerik"
Latinamerikiopaon,Latinamerikiopaon,Noun,,"latin,amerik"
Latinhispaniomeon,Latinhispaniomeon,Noun,,"Latin,hispan"
Latiniomeon,Latiniomeon,,Idioma,Latin
Layatseon,Layatseon,Noun,,
Layatsirian,Layatsirian,Verb,,
